"status","year ","wage","state","occupational_group","job_title","employer_name"
"CERTIFIED","2014","136500.0","CA","Software Developers, Applications","SR. MEMBER OF TECHNICAL STAFF - SOFTWARE ENGINEER","VMWARE, INC."
"CERTIFIED","2014","65707.0","OR","Computer Occupations, All Other","TEST ANALYST - II","HCL AMERICA, INC."
"CERTIFIED","2014","35360.0","KS","Biological Technicians","LAB TECHNICIAN II","BIOMUNE COMPANY"
"CERTIFIED","2014","70000.0","PA","Computer Systems Analysts","COMPUTER PROGRAMMER ANALYST","OPENBOX SOLUTIONS, INC."
"CERTIFIED","2014","37024.0","NJ","Computer User Support Specialists","USER SUPPORT SPECIALIST - I","HCL AMERICA, INC."
"CERTIFIED","2014","155000.0","TX","Civil Engineers","PRINCIPAL INSTALLATION ENGINEER","MCDERMOTT,INC."
"CERTIFIED","2014","141440.0","NJ","Computer Programmers","PROGRAMMER ANALYST","SOFTWARE GUIDANCE & ASSISTANCE, INC."
"CERTIFIED","2014","57000.0","NY","Accountants and Auditors","AUDIT ASSISTANT","DELOITTE & TOUCHE LLP"
"WITHDRAWN","2014","83000.0","NC","Statisticians","SAS PROGRAMMER","INVENTIV HEALTH CLINICAL SRE, LLC"
"CERTIFIED","2014","71600.0","NJ","Computer Programmers","COMPUTER PROGRAMMER/CONFIGURER 2","ACCENTURE LLP"
"CERTIFIED","2014","64000.0","VA","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST","UNITED SOFTWARE SOLUTIONS, INC."
"CERTIFIED","2014","45101.0","NY","Health Specialties Teachers, Postsecondary","CLINICAL ASSISTANT PROFESSOR","STATE UNIVERSITY OF NEW YORK AT BUFFALO"
"CERTIFIED-WITHDRAWN","2014","130000.0","NY","Financial Analysts","ANALYST","MOODY'S INVESTORS SERVICE, INC."
"CERTIFIED","2014","80891.0","NJ","Computer Programmers","PROGRAMMER ANALYST - II","HCL AMERICA, INC."
"CERTIFIED","2014","56597.0","NY","Computer Programmers","PROGRAMMER ANALYST","SURYA SYSTEMS, INC"
"CERTIFIED","2014","190000.0","IN","Internists, General","HOSPITALIST PHYSICIAN","APOGEE MEDICAL GROUP, INDIANA, PC"
"CERTIFIED","2014","70000.0","NY","Computer Programmers","PROGRAMMER ANALYST","SYSFORE TECHNOLOGIES, INC."
"CERTIFIED-WITHDRAWN","2014","73589.0","OR","Electronics Engineers, Except Computer","ANALOG ENGINEER","INTEL CORPORATION"
"CERTIFIED-WITHDRAWN","2014","67000.0","MO","Software Developers, Applications","SOFTWARE ENGINEER","CERNER CORPORATION"
"CERTIFIED","2014","60778.0","TX","Computer Occupations, All Other","LEAD ENGINEER","WIPRO LIMITED"
"CERTIFIED","2014","62525.0","IL","Computer Systems Analysts","SYSTEMS ANALYST","TECH MAHINDRA (AMERICAS), INC."
"CERTIFIED","2014","102000.0","CA","Industrial Engineers","SENIOR MATERIALS MANUFACTURING ENGINEER","NITINOL DEVICES AND COMPONENTS, INC."
"CERTIFIED","2014","81000.0","CA","Software Developers, Applications","PRODUCT DESIGNER","GROUPON, INC."
"CERTIFIED","2014","72904.0","FL","Computer Systems Analysts","TECHNOLOGY LEAD - US","INFOSYS LIMITED"
"CERTIFIED","2014","75000.0","MA","Software Developers, Systems Software","SOFTWARE ENGINEER 2","EMC CORPORATION"
"CERTIFIED","2014","89500.0","WI","Software Developers, Applications","SENIOR PEOPLESOFT DEVELOPER","ROBERT W. BAIRD & CO., INCORPORATED"
"CERTIFIED","2014","65100.0","CT","Computer Programmers","COMPUTER PROGRAMMER","TATA CONSULTANCY SERVICES LIMITED"
"CERTIFIED","2014","40498.0","TX","Computer User Support Specialists","USER SUPPORT SPECIALIST - II","HCL AMERICA, INC."
"CERTIFIED","2014","73965.0","IL","Computer Systems Analysts","SAP CRM CONSULTANT","IBM INDIA PRIVATE LIMITED"
"CERTIFIED","2014","105000.0","IL","Operations Research Analysts","VP; ASD PROFESSIONAL MKTS","BANK OF AMERICA N.A."
"CERTIFIED","2014","70000.0","IL","Computer Programmers","PROGRAMMER ANALYST","PIONEER CORPORATE SERVICES INC"
"CERTIFIED","2014","61000.0","IN","Mechanical Engineers","PRODUCT VALIDATION ENGINEER","CUMMINS INC."
"CERTIFIED","2014","107806.0","VA","Logisticians","SUPPLY CHAIN SENIOR CONSULTANT","FTI, LLC"
"CERTIFIED","2014","110000.0","TX","Software Developers, Applications","PRINCIPAL TECHNICAL PROFESIONAL - SOFTWARE DEVELOP","LANDMARK GRAPHICS CORPORATION"
"CERTIFIED","2014","60000.0","GA","Computer Programmers","HUB CONFIGURATION SPECIALIST","SOFTPATH SYSTEM, LLC"
"CERTIFIED","2014","100000.0","CA","Software Developers, Applications","SOFTWARE ENGINEER, JAVA","BEACHBODY, LLC"
"CERTIFIED","2014","72728.0","NY","Physicians and Surgeons, All Other","PHYSICIAN IN A POST GRADUATE TRAINING PROGRAM","STATEN ISLAND UNIVERSITY HOSPITAL"
"CERTIFIED","2014","125000.0","CA","Software Developers, Applications","SOFTWARE ENGINEER","TWITTER, INC."
"WITHDRAWN","2014","75000.0","NJ","Computer Programmers","PROGRAMMER ANALYST","TECH MAHINDRA (AMERICAS), INC."
"CERTIFIED-WITHDRAWN","2014","78000.0","MA","Materials Scientists","VISITING RESEARCH ASSISTANT PROFESSOR","NORTHEASTERN UNIVERSITY"
"CERTIFIED","2014","68245.0","CA","Computer Programmers","PROGRAMMER ANALYST","WIPRO LIMITED"
"CERTIFIED","2014","57972.0","WA","Biochemists and Biophysicists","ACTING INSTRUCTOR","UNIVERSITY OF WASHINGTON"
"CERTIFIED","2014","73549.0","CA","Computer Occupations, All Other","TEST ANALYST - II","HCL AMERICA, INC."
"CERTIFIED","2014","90000.0","TX","Computer Systems Analysts","SYSTEMS ANALSYT","ICONSOFT INC."
"CERTIFIED-WITHDRAWN","2014","86500.0","CA","Computer Systems Analysts","SYSTEMS DEVELOPMENT SENIOR SPECIALIST","XEROX STATE HEALTHCARE, LLC"
"CERTIFIED","2014","70000.0","NY","Meeting, Convention, and Event Planners","EVENTS MANAGER","INTERMIX LLC"
"CERTIFIED-WITHDRAWN","2014","127000.0","CA","Software Developers, Applications","SOFTWARE ENGINEER","GOOGLE INC."
"CERTIFIED","2014","92000.0","PA","Computer Systems Analysts","BUSINESS CONSULTANT","INDEPENDENT COMPUTER CONSULTING GROUP, INC."
"CERTIFIED","2014","70096.0","FL","Computer Occupations, All Other","DATA WAREHOUSING SPECIALIST","NTT DATA, INC."
"CERTIFIED","2014","65395.0","FL","Computer Programmers","COMPUTER PROGRAMMER","NTT DATA, INC."
"CERTIFIED","2014","62000.0","MI","Management Analysts","BUSINESS ANALYST","SOURCEINFOTECH INC."
"CERTIFIED","2014","115000.0","CA","Software Developers, Applications","SOFTWARE ENGINEER 2","PAYPAL, INC."
"CERTIFIED","2014","82077.0","AZ","Computer Hardware Engineers","GRAPHICS HARDWARE ENGINEER","INTEL CORPORATION"
"WITHDRAWN","2014","60000.0","NJ","Market Research Analysts and Marketing Specialists","MARKET/BUSINESS ANALYST","COLLABERA INC."
"CERTIFIED","2014","76700.0","CA","Medical Scientists, Except Epidemiologists","ASSISTANT RESEARCHER","UNIVERSITY OF CALIFORNIA, DAVIS"
"CERTIFIED","2014","43200.0","TX","Elementary School Teachers, Except Special Educati","ELEMENTARY BILINGUAL TEACHER","BRYAN INDEPENDENT SCHOOL DISTRICT"
"CERTIFIED","2014","92500.0","MA","Information Security Analysts","SENIOR INFRASTRUCTURE SECURITY ANALYST","BLUE CROSS AND BLUE SHIELD OF MASSACHUSETTS, INC."
"CERTIFIED","2014","450000.0","WI","Physicians and Surgeons, All Other","UROLOGIST","MARSHFIELD CLINIC"
"CERTIFIED","2014","65978.0","GA","Software Developers, Systems Software","SOFTWARE DEVELOPER","ORACLE AMERICA, INC."
"CERTIFIED","2014","81536.0","NC","Computer Programmers","COMPUTER PROGRAMMER","NTT DATA, INC."
"CERTIFIED","2014","58968.0","MA","Computer Systems Analysts","QA ANALYST -PRODDEV","ORACLE AMERICA, INC."
"CERTIFIED","2014","100000.0","NC","Database Administrators","SR. DATA DESIGNER","BB&T CORPORATION"
"CERTIFIED","2014","72500.0","NJ","Computer Programmers","COMPUTER PROGRAMMER / CONFIGURER 2","ACCENTURE LLP"
"CERTIFIED","2014","94848.0","MI","Materials Engineers","SENIOR CHEMIST","THE DOW CHEMICAL COMPANY"
"CERTIFIED","2014","68557.0","NJ","Computer Programmers","PROGRAMMER ANALYST","WIPRO LIMITED"
"CERTIFIED","2014","114500.0","CA","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST 4","ACCENTURE LLP"
"CERTIFIED","2014","61714.0","NY","Electronics Engineers, Except Computer","ENGINEER, FACTORY AUTOMATION","GLOBALFOUNDRIES U.S. INC."
"CERTIFIED","2014","50000.0","PA","Purchasing Agents, Except Wholesale, Retail, and F","PROJECT BUYER, PURCHASING & SUPPLY MANAGEMENT","VOLVO CONSTRUCTION EQUIPMENT NORTH AMERICA, LLC"
"CERTIFIED","2014","55000.0","MA","Lodging Managers","HOTEL REVENUE MANAGER","STARWOOD HOTELS & RESORTS WORLDWIDE INC."
"CERTIFIED","2014","79810.0","IA","Computer and Information Systems Managers","PROJECT MANAGER","SYNTEL CONSULTING INC."
"CERTIFIED","2014","80000.0","VA","Database Administrators","DATABASE ADMINISTRATOR (SQL SERVER)","SYSTEM SOFT TECHNOLOGIES LLC"
"CERTIFIED","2014","44054.0","TX","Computer Occupations, All Other","QA ANALYST","P2ES HOLDINGS, INC."
"CERTIFIED","2014","78000.0","NY","Engineering Teachers, Postsecondary","ASSISTANT PROFESSOR","CLARKSON UNIVERSITY"
"CERTIFIED","2014","65000.0","NJ","Computer Systems Analysts","PROGRAMMER ANALYST","DIASPARK, INC."
"CERTIFIED","2014","75000.0","TX","Software Developers, Applications","SOFTWARE DEVELOPER","CIGNEX DATAMATICS INC"
"CERTIFIED","2014","62700.0","NJ","Computer Occupations, All Other","TECHNICAL SPECIALIST","IGATE TECHNOLOGIES INC."
"CERTIFIED","2014","70000.0","NY","Computer Occupations, All Other","COMPUTER SYSTEMS ENGINEERS / ARCHITECTS","TATA CONSULTANCY SERVICES LIMITED"
"WITHDRAWN","2014","50882.0","WI","Biochemists and Biophysicists","ASSOCIATE SCIENTIST","UNIVERSITY OF WISCONSIN-MADISON"
"CERTIFIED","2014","59300.0","IL","Database Administrators","COMPUTER SPECIALIST / SYSTEM SUPPORT AND DEVELOPME","ACCENTURE LLP"
"CERTIFIED","2014","94890.0","NJ","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST","NTT DATA, INC."
"CERTIFIED","2014","35200.0","FL","First-Line Supervisors of Farming, Fishing, and Fo","HERD HEALTH MANAGER","MCARTHUR FARMS, INC."
"CERTIFIED","2014","75000.0","NY","Operations Research Analysts","MANAGING DIRECTOR - EUROPE","SCALED AGILE, INC."
"CERTIFIED-WITHDRAWN","2014","106300.0","CA","Software Developers, Applications","SOFTWARE ENGINEER","GOOGLE INC."
"CERTIFIED","2014","125000.0","NY","Financial Analysts","ASSOCIATE","ARES OPERATIONS LLC"
"CERTIFIED","2014","140000.0","GA","Management Analysts","ASSOCIATE","A.T. KEARNEY, INC."
"CERTIFIED","2014","93470.0","CO","Chemists","SENIOR RESEARCH CHEMIST","NALCO COMPANY"
"CERTIFIED","2014","65000.0","TX","Medical and Health Services Managers","PRACTICE ADMINISTRATOR","PEDIATRIC PRACTICE ASSOCIATION"
"CERTIFIED","2014","48350.0","NY","Fashion Designers","ASSISTANT DESIGNER","EILEEN FISHER, INC."
"CERTIFIED","2014","80935.0","DC","Software Developers, Applications","SOFTWARE DEVELOPER","COMPUNNEL SOFTWARE GROUP, INC."
"DENIED","2014","73150.0","MA","Physicians and Surgeons, All Other","CLINICAL FELLOW","BRIGHAM AND WOMEN'S HOSPITAL"
"CERTIFIED","2014","76200.0","PA","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST 2","ACCENTURE LLP"
"CERTIFIED","2014","46040.0","MI","Healthcare Practitioners and Technical Workers, Al","MEDICAL RESIDENT (RESIDENT PHYSICIAN","WESTERN MICHIGAN UNIVERSITY SCHOOL OF MEDICINE"
"CERTIFIED","2014","132300.0","TX","Software Developers, Systems Software","SENIOR CONSULTANT","DELOITTE CONSULTING LLP"
"CERTIFIED","2014","78802.0","CA","Computer Hardware Engineers","GRAPHICS HARDWARE ENGINEER","INTEL CORPORATION"
"CERTIFIED","2014","57970.0","MN","Computer Systems Analysts","CRM CONSULTANT","POWERTEAM, INC."
"CERTIFIED","2014","65000.0","NY","Financial Analysts","ANALYST","MORGAN STANLEY & CO. LLC"
"CERTIFIED","2014","75000.0","CA","Computer Systems Analysts","SOFTWARE DEVELOPMENT ENGINEER","CALSOFT LABS, INC."
"CERTIFIED","2014","52405.0","NY","Physicians and Surgeons, All Other","PHYSICIAN IN A POST GRADUATE TRAINING PROGRAM","ST. BARNABAS HOSPITAL"
"CERTIFIED-WITHDRAWN","2014","69056.0","CA","Computer Occupations, All Other","CONSULTANT","WIPRO LIMITED"
"CERTIFIED","2014","87000.0","SC","Electrical Engineers","HARDWARE ENGINEER II - HC","GENERAL ELECTRIC COMPANY - HEALTHCARE"
"CERTIFIED","2014","79498.0","CA","Computer Programmers","COMPUTER PROGRAMMER","ONESOURCE VIRTUAL HR, INC."
"CERTIFIED","2014","88000.0","CA","Software Developers, Applications","INTERWOVEN (CMS) ARCHITECT","RESOURCE LOGISTICS, INC."
"CERTIFIED","2014","136635.0","MN","Computer and Information Systems Managers","SENIOR MANAGER/PROJECT MANAGER","CAPGEMINI U.S. LLC"
"CERTIFIED","2014","92000.0","CT","Accountants and Auditors","ASSURANCE SENIOR","ERNST & YOUNG U.S. LLP"
"CERTIFIED","2014","68954.0","CA","Computer Systems Analysts","SYSTEMS ANALYST","COMPUNNEL SOFTWARE GROUP, INC."
"CERTIFIED","2014","62500.0","NJ","Computer Systems Analysts","BUSINESS ANALYST","PARAM CONSULTING SERVICES, INC"
"CERTIFIED","2014","70000.0","OH","Software Developers, Applications","SOFTWARE ENGINEER","RINA SYSTEMS, INC."
"CERTIFIED","2014","70000.0","WI","Biological Scientists, All Other","ASSISTANT SCIENTIST","THE MORGRIDGE INSTITUTE FOR RESEARCH INC."
"CERTIFIED","2014","79643.0","CA","Computer Systems Analysts","SYSTEM ANALYST JC65","COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION"
"CERTIFIED","2014","60000.0","VA","Computer Programmers","PROGRAMMER ANALYST","INDUS GROUP, INC."
"CERTIFIED","2014","156375.0","IL","Business Teachers, Postsecondary","ASSISTANT PROFESSOR","UNIVERSITY OF ILLINOIS AT CHICAGO"
"WITHDRAWN","2014","135000.0","CA","Software Developers, Applications","SENIOR SOFTWARE DEVELOPER","VERIENT, INC."
"CERTIFIED","2014","84000.0","TX","Computer Systems Analysts","TECHNOLOGY CONSULTANT","HEWLETT-PACKARD COMPANY"
"CERTIFIED","2014","72000.0","TX","Computer Systems Analysts","PRODUCT ANALYST II","ZEOMEGA INC."
"CERTIFIED","2014","93605.0","NC","Management Analysts","ADVISORY MANAGER","ERNST & YOUNG U.S. LLP"
"CERTIFIED","2014","110000.0","CA","Managers, All Other","PROGRAM MANAGER","MICROSOFT CORPORATION"
"CERTIFIED","2014","73174.0","WA","Software Developers, Applications","SOFTWARE DESIGN ENGINEER (SDE)","AZMETRY INC."
"CERTIFIED","2014","70470.0","CT","Computer Occupations, All Other","TEST ANALYST - US","INFOSYS LIMITED"
"CERTIFIED","2014","65208.0","NJ","Database Administrators","SAP BASIS/PI ADMIN","VEDICSOFT"
"CERTIFIED","2014","102315.0","GA","Software Developers, Applications","MTS IV-CONSULTANT SYST. ENGINEERING","CELLCO PARTNERSHIP"
"CERTIFIED","2014","115000.0","CA","Electrical Engineers","HW DEVELOPMENT ENGINEER - PRINCIPAL","HGST, INC."
"CERTIFIED","2014","65100.0","CT","Computer Programmers","COMPUTER PROGRAMMER","TATA CONSULTANCY SERVICES LIMITED"
"CERTIFIED","2014","65600.0","NY","Computer Programmers","PROGRAMMER ANALYST","IGATE TECHNOLOGIES INC."
"CERTIFIED","2014","75000.0","CA","Computer Systems Analysts","QA ENGINEER I","GIGAMON, INC."
"CERTIFIED","2014","74387.0","AR","Computer Systems Analysts","TECHNOLOGY LEAD - US","INFOSYS LIMITED"
"CERTIFIED","2014","74026.0","GA","Computer Occupations, All Other","TECHNICAL TEST LEAD - US","INFOSYS LIMITED"
"CERTIFIED","2014","46634.0","NC","Accountants and Auditors","ASSOCIATE","PRICEWATERHOUSECOOPERS, LLP"
"CERTIFIED","2014","55000.0","NY","Market Research Analysts and Marketing Specialists","GLOBAL MARKETING COORDINATOR","COTY INC."
"CERTIFIED","2014","101331.0","OR","Computer Occupations, All Other","TECHNOLOGY ARCHITECT - US","INFOSYS LIMITED"
"CERTIFIED","2014","61326.0","TX","Computer Programmers","SYSTEMS ENGINEER - US","INFOSYS LIMITED"
"CERTIFIED","2014","95472.0","HI","Economics Teachers, Postsecondary","ASSISTANT PROFESSOR","UNIVERSITY OF HAWAII"
"CERTIFIED","2014","74800.0","MD","Software Developers, Applications","QA ENGINEER","NOTABLE SOLUTIONS, INC."
"CERTIFIED","2014","64016.0","CA","Computer Programmers","SYSTEMS ENGINEER - US","INFOSYS LIMITED"
"CERTIFIED","2014","68172.0","CA","Computer Systems Analysts","TECHNOLOGY ANALYST - US","INFOSYS LIMITED"
"CERTIFIED","2014","67377.0","CT","Computer Systems Analysts","TECHNOLOGY ANALYST - US","INFOSYS LIMITED"
"CERTIFIED","2014","68300.0","AZ","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST 2","ACCENTURE LLP"
"CERTIFIED","2014","77099.0","CA","Computer Systems Analysts","TECHNOLOGY LEAD - US","INFOSYS LIMITED"
"CERTIFIED-WITHDRAWN","2014","82930.0","VA","Computer Systems Analysts","BUSINESS SYSTEM ANALYST","WIPRO LIMITED"
"CERTIFIED","2014","61734.0","TX","Computer Programmers","PROGRAMMER ANALYST","WIPRO LIMITED"
"CERTIFIED","2014","61589.0","CA","Computer Programmers","PROGRAMMER ANALYST","BA TECHNOLINKS CORP"
"CERTIFIED","2014","63500.0","TX","Computer Occupations, All Other","COMPUTER SYSTEMS ENGINEERS / ARCHITECTS","TATA CONSULTANCY SERVICES LIMITED"
"CERTIFIED","2014","80940.0","NY","Accountants and Auditors","ASSURANCE SENIOR","ERNST & YOUNG U.S. LLP"
"CERTIFIED","2014","115000.0","TX","Financial Analysts","SENIOR QUANTITATIVE ANALYST (STRUCTURING)","BG NORTH AMERICA, LLC"
"CERTIFIED","2014","68669.61","NC","Mechanical Engineers","ENGINEER","SIEMENS ENERGY, INC."
"CERTIFIED","2014","71471.0","CA","Computer Systems Analysts","TECHNOLOGY ANALYST - US","INFOSYS LIMITED"
"CERTIFIED","2014","74983.0","WA","Computer Systems Analysts","ASSOCIATE CONSULTANT - US","INFOSYS LIMITED"
"CERTIFIED","2014","105856.0","IN","Computer Occupations, All Other","TECHNOLOGY ARCHITECT - US","INFOSYS LIMITED"
"CERTIFIED","2014","77290.0","TX","Computer Systems Analysts","PRODUCTION SUPPORT LEAD - US","INFOSYS LIMITED"
"CERTIFIED","2014","74389.0","NY","Computer Systems Analysts","TECHNOLOGY LEAD - US","INFOSYS LIMITED"
"CERTIFIED","2014","60821.0","WA","Computer Occupations, All Other","TEST ENGINEER - US","INFOSYS LIMITED"
"CERTIFIED","2014","72254.0","GA","Computer Systems Analysts","PRODUCTION SUPPORT LEAD - US","INFOSYS LIMITED"
"CERTIFIED","2014","70500.0","MD","Software Developers, Applications","MTS-SYSTEM ENGINEERING (TECH ANALYST)","VERIZON DATA SERVICES LLC"
"CERTIFIED","2014","76669.0","MN","Electrical Engineers","ENGINEER II SYSTEM MODELING","MIDCONTINENT INDEPENDENT SYSTEM OPERATOR, INC."
"CERTIFIED","2014","67083.0","WI","Computer Systems Analysts","TECHNOLOGY ANALYST - US","INFOSYS LIMITED"
"CERTIFIED","2014","70000.0","AZ","Software Developers, Applications","JAVA DEVELOPER/PROGRAMMER ANALYST","MALLA SYSTEMS DBA EFULGENT"
"CERTIFIED","2014","100000.0","WA","Computer Systems Analysts","SERVICE ENGINEER","MICROSOFT CORPORATION"
"CERTIFIED","2014","110000.0","NY","Software Developers, Applications","ASSOCIATE","MORGAN STANLEY & CO. LLC"
"CERTIFIED","2014","86890.0","CA","Computer Systems Analysts","TECHNOLOGY LEAD - US","INFOSYS LIMITED"
"CERTIFIED","2014","56430.4","LA","Software Developers, Applications","SOFTWARE DEVELOPER","INDUSTRIAL SOLUTIONS GROUP, LLC"
"CERTIFIED","2014","145000.0","CA","Software Developers, Applications","SENIOR SOFTWARE ENGINEER, DEVOPS","LOYAL3 HOLDINGS, INC."
"WITHDRAWN","2014","60000.0","PA","Computer Programmers",".NET DEVELOPER","I VISION SOLUTIONS, INC"
"CERTIFIED","2014","74400.0","MI","Software Developers, Systems Software","ASSOCIATE SOFTWARE ENGINEER II","NEXTEER AUTOMOTIVE"
"CERTIFIED","2014","67445.0","NJ","Computer Systems Analysts","TECHNOLOGY ANALYST - US","INFOSYS LIMITED"
"CERTIFIED","2014","67392.0","NC","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST","DYNPRO, INC."
"CERTIFIED","2014","61957.0","AR","Computer Programmers","PRODUCTION SUPPORT ENGINEER - US","INFOSYS LIMITED"
"CERTIFIED","2014","64179.0","TX","Computer Systems Analysts","ASSOCIATE CONSULTANT - US","INFOSYS LIMITED"
"CERTIFIED","2014","82560.0","PA","Software Developers, Applications","SOFTWARE ENGINEER","REALFLEX APPLICATIONS LLC"
"CERTIFIED","2014","60821.0","AR","Computer Programmers","PRODUCTION SUPPORT ENGINEER - US","INFOSYS LIMITED"
"CERTIFIED","2014","53000.0","CA","Web Developers","WEB DEVELOPER","EYEMAGINE TECHNOLOGY, LLC"
"CERTIFIED","2014","136800.0","MI","Software Developers, Systems Software","SENIOR CONSULTANT","DELOITTE CONSULTING LLP"
"CERTIFIED","2014","73039.0","WA","Computer Programmers","SYSTEMS ENGINEER - US","INFOSYS LIMITED"
"CERTIFIED","2014","66262.0","NJ","Physicians and Surgeons, All Other","PHYSICIAN IN A POST GRADUATE TRAINING PROGAM","STATEN ISLAND UNIVERSITY HOSPITAL"
"CERTIFIED","2014","77085.0","CO","Computer Systems Analysts","CONSULTANT - US","INFOSYS LIMITED"
"CERTIFIED","2014","56493.0","NJ","Management Analysts","ASSOCIATE","MUSIGMA INC"
"CERTIFIED","2014","65631.0","AZ","Computer Systems Analysts","TECHNOLOGY ANALYST - US","INFOSYS LIMITED"
"CERTIFIED","2014","70000.0","TX","Software Developers, Applications","JAVA DEVELOPER","KYYBA INC."
"CERTIFIED","2014","77709.0","NY","Computer Occupations, All Other","ARCHITECT LEVEL 3","WIPRO LIMITED"
"CERTIFIED","2014","77500.0","CA","Computer Occupations, All Other","COMPUTER SYSTEMS ENGINEER","TATA CONSULTANCY SERVICES LIMITED"
"CERTIFIED","2014","69623.0","FL","Computer Systems Analysts","TECHNOLOGY ANALYST - US","INFOSYS LIMITED"
"CERTIFIED","2014","100006.4","TX","Computer Systems Analysts","SOFTWARE DEVELOPER SENIOR","EXPERIAN INFORMATION SOLUTIONS, INC."
"CERTIFIED","2014","100000.0","PA","Software Developers, Applications","ENGINEER IV-ICT","ATOS IT SOLUTIONS AND SERVICES, INC."
